Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
animalBloodMoonSpider01Mini,entityclasses,Entity,,,Blood Moon Mini Spider Sam,,,,,,,,,,,,,
animalBloodMoonSpider02Mini,entityclasses,Entity,,,Blood Moon Mini Spider Sally,,,,,,,,,,,,,
animalBloodMoonSpider03Mini,entityclasses,Entity,,,Blood Moon Mini Spider Sidney,,,,,,,,,,,,,
animalBloodMoonSpider01QueenFred,entityclasses,Entity,,,Blood Moon Boss Spider Fred n Sam,,,,,,,,,,,,,
animalBloodMoonSpider02QueenFred,entityclasses,Entity,,,Blood Moon Boss Spider Fred n Sally,,,,,,,,,,,,,
animalBloodMoonSpider03QueenFred,entityclasses,Entity,,,Blood Moon Boss Spider Fred n Sidney,,,,,,,,,,,,,
animalBloodMoonKoala,entityclasses,Entity,,,Blood Moon Koala,,,,,,,,,,,,,
animalBloodMoonKangaroo,entityclasses,Entity,,,Blood Moon Kangaroo,,,,,,,,,,,,,

zombieBurntRadiatedMini,entityclasses,Entity,,,Mini Radiated Burnt,,,,,,,,,,,,,

vehiclePocoCar,vehicles,vehicle,,,Poco Car
vehiclePocoCarPlaceable,vehicles,item,,,Poco Car
vehiclePocoBuggy,vehicles,vehicle,,,Poco Buggy
vehiclePocoBuggyPlaceable,vehicles,item,,,Poco Buggy
vehiclePocoBattleCar,vehicles,vehicle,,,Poco Ripper
vehiclePocoBattleCarPlaceable,vehicles,item,,,Poco Ripper
vehiclePocoBus,vehicles,vehicle,,,Poco Battle Bus
vehiclePocoBusPlaceable,vehicles,item,,,Poco Battle Bus
vehiclePocoTruck,vehicles,vehicle,,,Poco Truck
vehiclePocoTruckPlaceable,vehicles,item,,,Poco Truck
vehiclePocoNux,vehicles,vehicle,,,Poco Nux
vehiclePocoNuxPlaceable,vehicles,item,,,Poco Nux
vehiclePocoRaceCar,vehicles,vehicle,,,Poco Race Car
vehiclePocoRaceCarPlaceable,vehicles,item,,,Poco Race Car
vehiclePocoBattleBuggy,vehicles,vehicle,,,Poco Battle Buggy
vehiclePocoBattleBuggyPlaceable,vehicles,item,,,Poco Battle Buggy
vehiclePocoBattleCrane,vehicles,vehicle,,,Poco Battle Crane
vehiclePocoBattleCranePlaceable,vehicles,item,,,Poco Battle Crane
vehicleSpiderRider,entityclasses,Entity,,,Spider Rider Minibike,,,,,,,,,,,,,
vehicleSpiderRiderPlaceable,vehicles,vehicle,,,Spider Rider Minibike,,,,,,,,,,,,,

TwitchAction_SpawnCassowary,twitch,Actions,,,Cassowary,,,,,,,,,,,
TwitchAction_SpawnCassowaryCommand,twitch,Actions,,,#spawn_cassowary,,,,,,,,,,,,
TwitchAction_SpawnPreppoMeleeDesc,twitch,Actions,,,Spawns a Cassowary.,,,,,,,,,,,,,
TwitchAction_SpawnTassydevil,twitch,Actions,,,Tasmanian Devil,,,,,,,,,,,
TwitchAction_SpawnTassydevilCommand,twitch,Actions,,,#spawn_tassydevil,,,,,,,,,,,,
TwitchAction_SpawnTassydevilDesc,twitch,Actions,,,Spawns a Tasmanian Devil.,,,,,,,,,,,,,
TwitchAction_SpawnPlatypus,twitch,Actions,,,Platypus,,,,,,,,,,,
TwitchAction_SpawnPlatypusCommand,twitch,Actions,,,#spawn_platypus,,,,,,,,,,,,
TwitchAction_SpawnPlatypusDesc,twitch,Actions,,,Spawns a Platypus.,,,,,,,,,,,,,
TwitchAction_SpawnKoala,twitch,Actions,,,Koala,,,,,,,,,,,
TwitchAction_SpawnKoalaCommand,twitch,Actions,,,#spawn_koala,,,,,,,,,,,,
TwitchAction_SpawnKoalaDesc,twitch,Actions,,,Spawns a Koala.,,,,,,,,,,,,,
TwitchAction_SpawnFrillneck,twitch,Actions,,,Frilled-Neck Lizard,,,,,,,,,,,
TwitchAction_SpawnFrillneckCommand,twitch,Actions,,,#spawn_frillneck,,,,,,,,,,,,
TwitchAction_SpawnFrillneckDesc,twitch,Actions,,,Spawns a Frilled-Neck Lizard.,,,,,,,,,,,,,
TwitchAction_SpawnKangaroo,twitch,Actions,,,Kangaroo,,,,,,,,,,,
TwitchAction_SpawnKangarooCommand,twitch,Actions,,,#spawn_kangaroo,,,,,,,,,,,,
TwitchAction_SpawnKangarooDesc,twitch,Actions,,,Spawns a Kangaroo.,,,,,,,,,,,,,

TwitchAction_SpawnGroupMagpies,twitch,Actions,,,Group of Magpies,,,,,,,,,,,
TwitchAction_SpawnGroupMagpiesCommand,twitch,Actions,,,#group_magpies,,,,,,,,,,,,
TwitchAction_SpawnGroupMagpiesDesc,twitch,Actions,,,Spawns a group of Magpies.,,,,,,,,,,,,,
TwitchAction_SpawnGroupAussieAnimals,twitch,Actions,,,Group of Aussie Animals,,,,,,,,,,,
TwitchAction_SpawnGroupAussieAnimalsCommand,twitch,Actions,,,#group_aussieanimals,,,,,,,,,,,,
TwitchAction_SpawnGroupAussieAnimalsDesc,twitch,Actions,,,Spawns a group of Aussie Animals.,,,,,,,,,,,,,
TwitchAction_SpawnGroupGroundSpiders,twitch,Actions,,,Group of Ground Spiders,,,,,,,,,,,
TwitchAction_SpawnGroupGroundSpidersCommand,twitch,Actions,,,#group_groundspiders,,,,,,,,,,,,
TwitchAction_SpawnGroupGroundSpidersDesc,twitch,Actions,,,Spawns a group of Ground Spiders.,,,,,,,,,,,,,
TwitchAction_SpawnGroupFlyingSpiders,twitch,Actions,,,Group of Flying Spiders,,,,,,,,,,,
TwitchAction_SpawnGroupFlyingSpidersCommand,twitch,Actions,,,#group_flyingspiders,,,,,,,,,,,,
TwitchAction_SpawnGroupFlyingSpidersDesc,twitch,Actions,,,Spawns a group of Flying Spiders.,,,,,,,,,,,,,
TwitchAction_SpawnGroupBossSpiders,twitch,Actions,,,Group of Boss Spiders,,,,,,,,,,,
TwitchAction_SpawnGroupBossSpidersCommand,twitch,Actions,,,#group_bossspiders,,,,,,,,,,,,
TwitchAction_SpawnGroupBossSpidersDesc,twitch,Actions,,,Spawns a group of Boss Spiders.,,,,,,,,,,,,,
TwitchAction_SpawnGroupBurntMini,twitch,Actions,,,Group of Burnt Mini,,,,,,,,,,,
TwitchAction_SpawnGroupBurntMiniCommand,twitch,Actions,,,#group_burntmini,,,,,,,,,,,,
TwitchAction_SpawnGroupBurntMiniDesc,twitch,Actions,,,Spawns a group of Burnt Mini.,,,,,,,,,,,,,
